productId,userId,score,timestamp,label,name,tags,productCategory1,productCategory2,productCategory3,productRatingCount,productAvgRating,productRatingStddev,userRatedProduct1,userRatedProduct2,userRatedProduct3,userRatingCount,userAvgRating,userRatingStddev,userCategory1,userCategory2,userCategory3,userTag1,userTag2,userTag3
14103,39641,5.0,1363276800,1,SanDisk 闪迪 microSDXC Class10 64GB至尊高速移动存储卡 UHS-1制式 读写速度最高可达30MB/s,存储卡|SD卡|容量挺大的|闪迪|速度快|好用,存储设备,存储卡,电脑/办公,1652,4.52,0.85,260348,,,2,4.00,1.41,育儿/早教,生活类图书,图书音像,书,育儿类,教育类
156103,74549,5.0,1338739200,1,气场修习术,书|经管类|励志|鸡汤|垃圾,经管类图书,成功/励志,图书音像,438,4.00,1.11,206404,127544,,2,4.50,0.71,沐浴露,身体护理,美妆个护,沐浴露,可悠然,好用
167781,3952,3.0,1377360000,0,Motorola 摩托罗拉 XT788 3G手机(黑色 电信定制)CDMA2000/GSM 双模双待 1.2GHz双核 Android 4.0系统 4.3寸康宁防刮玻璃屏 800M背照式摄像头 9.9mm超薄机身,摩托罗拉|手机|到货速度快|好用|电子产品,手机,手机通讯,手机/数码,206,3.72,1.35,407523,184282,155001,17,4.41,0.94,图书音像,美妆个护,文学艺术,书,到货速度快,化妆品
183418,110007,5.0,1363708800,1,谁的青春不迷茫,书|少儿图书|鸡汤|呵呵|励志|垃圾,图书音像,少儿,少儿/教育图书,907,4.27,1.13,469516,300265,,2,4.50,0.71,外设产品,耳机/耳麦,电脑/办公,耳机,耳塞式耳机,电子产品
183418,1487,5.0,1372089600,1,谁的青春不迷茫,书|少儿图书|鸡汤|呵呵|励志|垃圾,图书音像,少儿,少儿/教育图书,907,4.27,1.13,473113,507644,6797,9,3.89,1.27,图书音像,小说,文学艺术,书,文学,小说
183418,81113,5.0,1362240000,1,谁的青春不迷茫,书|少儿图书|鸡汤|呵呵|励志|垃圾,图书音像,少儿,少儿/教育图书,907,4.27,1.13,204025,520943,314081,3,5.00,0.00,图书音像,政治/军事,人文社科类图书,书,好看,小说
183679,70662,3.0,1386604800,0,全新Kindle Paperwhite电子书阅读器,电子产品|亚马逊|电纸书|kindle|好用|到货速度快|质量好,数码影音,电纸书/电子阅览器,手机/数码,520,4.40,1.01,183418,6797,,4,3.25,0.96,家用电器,个人护理电器,电动剃须刀,飞利浦,剃须刀,家用电器
184282,123571,5.0,1392739200,1,追风筝的人,书|小说|文学|很感动|哭的稀里哗啦|好看|到货速度快|内容挺好|内容不错,小说,文学艺术,图书音像,1079,4.61,0.75,204025,90564,,3,4.00,1.00,图书音像,政治/军事,人文社科类图书,书,小说,好看
184282,9019,3.0,1366473600,0,追风筝的人,书|小说|文学|很感动|哭的稀里哗啦|好看|到货速度快|内容挺好|内容不错,小说,文学艺术,图书音像,1079,4.61,0.75,383502,499898,,3,4.00,1.00,图书音像,文学艺术,文学类,书,经典,传统文化
186429,24754,2.0,1357228800,0,麦田里的守望者,书|很感动|塞林格|有点颓废|小说|好看|内容不错|文学,小说,文学艺术,图书音像,536,4.05,1.17,14103,6797,410716,3,5.00,0.00,图书音像,外语,少儿/教育图书,好用,书,教育类
204025,291126,4.0,1264521600,1,围城,书|小说|文学|钱钟书|讽刺很犀利|好看|有破损,小说,文学艺术,图书音像,528,4.39,0.98,,,,2,2.00,0.00,,,,,,
204025,51,4.0,1374768000,1,围城,书|小说|文学|钱钟书|讽刺很犀利|好看|有破损,小说,文学艺术,图书音像,528,4.39,0.98,139060,13316,155001,6,4.67,0.52,图书音像,音像,有声读物,书,青春文学,文学
228884,4583,5.0,1375632000,1,撒哈拉的故事,书|三毛|散文|好看|励志|内容不错|还不错,图书音像,少儿,少儿/教育图书,648,4.73,0.67,410716,218439,,4,3.75,1.50,图书音像,哲学/宗教,人文社科类图书,书,小说,好看
231449,14887,5.0,1367942400,1,"\"致我们终将逝去的青春(附\"\"致青春\"\"珍藏卡册)\"",书|狗血|看了电影买的书|有破损|到货速度快|小说|青春文学|文学,青春文学,文学艺术,图书音像,709,4.47,0.92,183418,127544,473113,7,4.14,0.38,图书音像,美妆个护,少儿,书,到货速度快,好用
300265,27737,5.0,1347724800,1,Edifier漫步者 H180 耳塞式耳机 白色(经典时尚),耳机|耳塞式耳机|电子产品|漫步者|外观漂亮|质量好,外设产品,耳机/耳麦,电脑/办公,500,4.10,1.06,48907,,,2,2.50,2.12,洁面,面部护理,美妆个护,好用,女士专用,洗脸用的
302217,2415,5.0,1352995200,1,Elizabeth Arden伊丽莎白雅顿绿茶香水50ml(进)(特卖),化妆品|伊丽莎白|香水|好用|很香|到货速度快,彩妆,香水,美妆个护,517,4.12,1.02,90897,286997,145218,3,5.00,0.00,美妆个护,亲子/家教,生活类图书,到货速度快,化妆品,用起来很舒服
314081,5732,5.0,1307376000,1,"时寒冰说:经济大棋局,我们怎么办",书|军事类|政治类|时寒冰|经管类|扯淡|很有启发|好看,政治/军事,人文社科类图书,图书音像,292,4.64,0.82,206404,,,2,3.50,0.71,图书音像,少儿,少儿/教育图书,书,教育类,童话
326582,69712,4.0,1390233600,1,Mentholatum曼秀雷敦男士冰爽活炭洁面乳150ml (特卖),化妆品|男士|曼秀雷敦|好用|用起来很舒服|到货速度快,男士护肤,美妆个护,男士洁面,404,4.12,1.15,116405,6797,,2,4.50,0.71,家用电器,个人护理电器,电动剃须刀,飞利浦,剃须刀,家用电器
365357,19906,1.0,1375977600,0,怀孕40周完美方案(升级畅销版),书|育儿类|教育类|内容丰富|有破损|胎教类|到货速度快|孕妇必读,孕产/胎教,生活类图书,图书音像,444,4.33,0.99,460360,314081,6797,5,4.40,0.55,图书音像,亲子/家教,生活类图书,书,很有启发,教育类
365357,85243,3.0,1384012800,0,怀孕40周完美方案(升级畅销版),书|育儿类|教育类|内容丰富|有破损|胎教类|到货速度快|孕妇必读,孕产/胎教,生活类图书,图书音像,444,4.33,0.99,314081,102383,,2,5.00,0.00,图书音像,经管类图书,投资理财,书,经管类,好看
367460,348,5.0,1369238400,1,Lenovo 联想 A820T 3G手机(深邃黑)TD-SCDMA/GSM 双卡双待 四核1.2G处理器 800万像素,手机|联想|待机时间长|好用|质量好,手机,手机通讯,手机/数码,340,4.18,1.17,8195,184282,,4,3.50,1.29,小说,文学艺术,图书音像,书,小说,文学
371783,36098,5.0,1361289600,1,现代汉语词典(第6版),书|词典|好用|质量好,其它图书,工具书,图书音像,257,4.63,0.80,253869,231449,,2,5.00,0.00,图书音像,青春文学,文学艺术,书,到货速度快,狗血
387693,9630,5.0,1374595200,1,我的第一本专注力训练书,书|少儿图书|教育类|内容丰富|很有启发,图书音像,少儿,少儿/教育图书,484,4.67,0.72,116405,109236,,2,4.50,0.71,图书音像,青春文学,文学艺术,书,内容不错,鸡汤
3982,3337,4.0,1361721600,1,Fuhlen 富勒 M8眩光舞者时尚节能无线鼠标(草绿)(眩光.悦动.时尚炫舞鼠标 12个月免换电池 高精度光学寻迹引擎 超细微接收器10米传输距离),富勒|鼠标|电子产品|好用|外观漂亮,外设产品,鼠标,电脑/办公,299,4.38,1.00,286997,260348,383502,5,4.80,0.45,图书音像,生活类图书,外语,书,教育类,鸡汤
407523,130561,4.0,1384790400,1,送你一颗子弹,书|到货速度快|散文|刘瑜的书必须支持|有破损,卡通,音像,图书音像,307,4.42,0.93,383502,260348,,2,5.00,0.00,生活类图书,图书音像,育儿/早教,书,育儿类,教育类
407816,48466,5.0,1366992000,1,"\"幸福了吗?(附完整版\"\"白岩松耶鲁大学演讲\"\"光盘1张)\"",书|教育类|鸡汤|励志|白岩松|演讲,图书音像,外语,少儿/教育图书,496,4.47,0.89,410608,473113,184282,3,5.00,0.00,图书音像,小说,文学艺术,书,小说,文学
410608,48633,2.0,1340553600,0,哈尔斯HB-500F真空吊带保温杯500ml,保温杯|哈尔斯|餐具|好用|质量好,保温杯/保温壶,厨房/餐具,家居生活,329,4.38,0.97,459600,139060,66003,3,5.00,0.00,手机,手机通讯,手机/数码,到货速度快,好用,通话质量好
410716,22989,5.0,1361116800,1,中日交流标准日本语(初级)(套装上下册),书|教育类|日语|教材|到货速度快,图书音像,外语,少儿/教育图书,340,4.37,1.01,487126,438242,201454,9,4.22,0.97,图书音像,外设产品,电脑/办公,书,小说,文学
425715,24175,4.0,1341763200,1,我们仨(大字版),书|散文|文学|杨绛|钱钟书|好看|很感人,文学艺术,文学类,图书音像,417,4.56,0.76,457976,8195,511015,4,4.50,0.58,人文社科类图书,图书音像,哲学/宗教,书,值得一读再读,哲学类
437230,19871,2.0,1238083200,0,三杯茶,书|散文|文学|写的不错|内容不错,小说,文学艺术,图书音像,291,4.02,1.08,333125,442300,,2,4.50,0.71,图书音像,文学艺术,文学类,书,文学,好看
438242,13960,5.0,1378137600,1,EARISE 雅兰仕AL-202 2.0声道 线控 笔记本音箱 (黑色),雅兰仕|音箱|电子产品|外观漂亮,外设产品,电脑/办公,电脑音箱,321,4.32,1.04,367460,183418,206404,22,4.41,0.91,图书音像,家用电器,家居生活,好用,质量好,到货速度快
457976,34649,5.0,1381420800,1,我们仨,书|散文|文学|杨绛|钱钟书|好看|很感人,传记,人文社科类图书,图书音像,396,4.55,0.77,406697,470839,8195,9,3.89,1.27,图书音像,面部护理,美妆个护,书,好看,到货速度快
473113,103559,5.0,1338048000,1,活着,书|小说|余华|很感人|文学|看的很压抑|写的很好,音像,图书音像,有声读物,741,4.64,0.70,13543,474853,,2,4.50,0.71,睫毛膏,彩妆,美妆个护,化妆品,睫毛膏,好用
48907,3902,2.0,1284393600,0,洗颜专科柔澈泡沫卸妆乳液150ml(进),好用|女士专用|洗脸用的|到货速度快,洁面,面部护理,美妆个护,325,4.34,0.86,32512,116405,,2,4.50,0.71,图书音像,少儿,少儿/教育图书,书,励志,经管类
489369,1805,3.0,1368115200,0,英语词汇的奥秘(修订本),书|词典|英语|教育类|写的不错,图书音像,少儿/教育图书,考试,249,4.41,0.82,13316,501559,505556,7,4.43,0.79,图书音像,电脑/办公,哲学/宗教,书,质量好,哲学类
489369,5732,5.0,1325692800,1,英语词汇的奥秘(修订本),书|词典|英语|教育类|写的不错,图书音像,少儿/教育图书,考试,249,4.41,0.82,314081,206404,,5,3.60,0.89,图书音像,少儿,少儿/教育图书,书,好看,教育类
520943,10936,5.0,1368374400,1,穆斯林的葬礼,小说|书|好看|文学|狗血|很感人,工艺饰品,家具/家装/建材,,490,4.53,0.89,387693,156103,459600,4,4.00,1.41,图书音像,育儿/早教,生活类图书,书,教育类,少儿图书
520943,406,5.0,1369843200,1,穆斯林的葬礼,小说|书|好看|文学|狗血|很感人,工艺饰品,家具/家装/建材,,490,4.53,0.89,231449,492579,302217,15,4.27,0.96,图书音像,美妆个护,文学艺术,书,到货速度快,小说
57272,25370,5.0,1350403200,1,"因为痛,所以叫青春:写给独自站在人生路口的你(精装版)",好看|内容丰富|书|青春文学|小说|励志|不贵|内容不错,青春文学,文学艺术,图书音像,936,4.40,0.91,14103,6797,,3,3.33,2.08,家用电器,个人护理电器,电动剃须刀,好用,飞利浦,剃须刀
57272,59721,5.0,1339603200,1,"因为痛,所以叫青春:写给独自站在人生路口的你(精装版)",好看|内容丰富|书|青春文学|小说|励志|不贵|内容不错,青春文学,文学艺术,图书音像,936,4.40,0.91,8195,204025,286997,4,4.50,0.58,美妆个护,睫毛膏,彩妆,化妆品,好用,用起来很舒服
66003,35208,3.0,1367164800,0,诺基亚N1280(NOKIA N1280)简约超长待机直板手机(黑色),通话质量好|诺基亚没得说|诺基亚|手机|到货速度快|好用,手机,手机通讯,手机/数码,264,4.32,1.03,145218,,,2,3.50,2.12,亲子/家教,生活类图书,图书音像,书,教育类,写的很好
6797,5320,3.0,1333900800,0,PHILIPS飞利浦HQ912/15两刀头充电式电动剃须刀,飞利浦|剃须刀|家用电器|好用|外观漂亮,家用电器,个人护理电器,电动剃须刀,589,4.40,0.89,155001,13316,32512,6,4.67,0.52,电脑/办公,外设产品,电脑音箱,外观漂亮,到货速度快,好用
8195,10809,4.0,1349539200,1,Kingston 金士顿 Class4 32G TF卡(micro SD)手机存储卡,存储卡|金士顿|SD卡|容量挺大的|速度快|好用,存储设备,存储卡,电脑/办公,1398,4.41,1.04,442353,508447,156103,8,4.25,1.16,图书音像,文学艺术,青春文学,书,小说,好看
109236,34237,4.0,1342540800,1,"因为痛,所以叫青春:写给独自站在人生路口的你",青春文学|书|内容不错|好看|鸡汤,青春文学,文学艺术,图书音像,738,4.43,0.91,57272,228884,186429,3,4.33,0.58,图书音像,文学艺术,小说,书,好看,内容不错
109236,38239,5.0,1349712000,1,"因为痛,所以叫青春:写给独自站在人生路口的你",青春文学|书|内容不错|好看|鸡汤,青春文学,文学艺术,图书音像,738,4.43,0.91,156103,407816,410716,8,4.25,0.71,图书音像,少儿/教育图书,外语,书,小说,好看
109236,408459,4.0,1339776000,1,"因为痛,所以叫青春:写给独自站在人生路口的你",青春文学|书|内容不错|好看|鸡汤,青春文学,文学艺术,图书音像,738,4.43,0.91,184282,57272,,2,4.50,0.71,文学艺术,图书音像,青春文学,好看,书,小说
119166,83025,5.0,1371225600,1,TP-LINK TL-WN725N 微型150M无线USB网卡,网卡|电子产品|TP-LINK|无线网卡|质量不错|到货速度快,网络设备,网卡,电脑/办公,261,3.92,1.36,228884,21643,,2,5.00,0.00,男士乳液/面霜,男士护肤,美妆个护,好用,护肤品,到货速度快
127544,34101,5.0,1329148800,1,可悠然美肌沐浴露550ml(恬静清香 )(进),沐浴露|可悠然|好用|用起来很舒服,沐浴露,身体护理,美妆个护,311,4.52,0.86,145218,379243,499898,4,4.00,0.82,图书音像,文学艺术,文学类,书,经典,传统文化
13316,12022,5.0,1329926400,1,Kingston 金士顿 DataTraveler 101 G2 32GB 优盘,优盘|金士顿|好用|容量挺大的|速度快,存储设备,U盘,电脑/办公,1136,4.15,1.16,442300,517740,,4,3.75,0.96,文学艺术,图书音像,青春文学,书,青春文学,步步惊心
13316,21940,5.0,1380470400,1,Kingston 金士顿 DataTraveler 101 G2 32GB 优盘,优盘|金士顿|好用|容量挺大的|速度快,存储设备,U盘,电脑/办公,1136,4.15,1.16,365357,260348,517740,3,4.67,0.58,图书音像,生活类图书,青春文学,书,育儿类,教育类
13316,34264,3.0,1350316800,0,Kingston 金士顿 DataTraveler 101 G2 32GB 优盘,优盘|金士顿|好用|容量挺大的|速度快,存储设备,U盘,电脑/办公,1136,4.15,1.16,109236,57272,13543,4,4.50,0.58,图书音像,青春文学,文学艺术,书,内容不错,不贵
138554,24459,5.0,1289404800,1,这些都是你给我的爱,书|少儿图书|教育类|励志|鸡汤|好看|内容不错,图书音像,少儿,少儿/教育图书,273,4.51,0.90,145218,122417,,4,3.25,1.71,图书音像,哲学/宗教,人文社科类图书,书,哲学类,小说
139060,58812,5.0,1380384000,1,"Neutrogena露得清深层净化洗面乳二支特惠装100g*2(特卖)(新老包装更替中,随机发货)",洗面奶|化妆品|露得清|好用|用起来很舒服|到货速度快,洁面,面部护理,美妆个护,331,4.59,0.75,286997,32512,184282,3,4.33,0.58,小说,文学艺术,图书音像,到货速度快,书,小说
14103,40350,5.0,1371312000,1,SanDisk 闪迪 microSDXC Class10 64GB至尊高速移动存储卡 UHS-1制式 读写速度最高可达30MB/s,存储卡|SD卡|容量挺大的|闪迪|速度快|好用,存储设备,存储卡,电脑/办公,1652,4.52,0.85,8195,379243,,2,4.50,0.71,图书音像,少儿/教育图书,考试,书,哲学类,通俗易懂
14103,42557,2.0,1344182400,0,SanDisk 闪迪 microSDXC Class10 64GB至尊高速移动存储卡 UHS-1制式 读写速度最高可达30MB/s,存储卡|SD卡|容量挺大的|闪迪|速度快|好用,存储设备,存储卡,电脑/办公,1652,4.52,0.85,66003,13316,,2,4.00,0.00,存储设备,U盘,电脑/办公,好用,优盘,金士顿
14103,64982,5.0,1373817600,1,SanDisk 闪迪 microSDXC Class10 64GB至尊高速移动存储卡 UHS-1制式 读写速度最高可达30MB/s,存储卡|SD卡|容量挺大的|闪迪|速度快|好用,存储设备,存储卡,电脑/办公,1652,4.52,0.85,102886,508447,138554,3,5.00,0.00,图书音像,少儿,少儿/教育图书,书,励志,好看
156103,8325,4.0,1336752000,1,气场修习术,书|经管类|励志|鸡汤|垃圾,经管类图书,成功/励志,图书音像,438,4.00,1.11,160597,353799,,2,4.00,0.00,图书音像,哲学/宗教,人文社科类图书,书,哲学类,励志
183418,730,5.0,1363795200,1,谁的青春不迷茫,书|少儿图书|鸡汤|呵呵|励志|垃圾,图书音像,少儿,少儿/教育图书,907,4.27,1.13,109236,57272,218439,4,4.50,0.58,图书音像,青春文学,文学艺术,书,好看,小说
183679,12715,3.0,1390838400,0,全新Kindle Paperwhite电子书阅读器,电子产品|亚马逊|电纸书|kindle|好用|到货速度快|质量好,数码影音,电纸书/电子阅览器,手机/数码,520,4.40,1.01,184282,104168,300265,20,4.60,0.68,图书音像,少儿/教育图书,少儿,书,到货速度快,好看
183679,139,5.0,1394726400,1,全新Kindle Paperwhite电子书阅读器,电子产品|亚马逊|电纸书|kindle|好用|到货速度快|质量好,数码影音,电纸书/电子阅览器,手机/数码,520,4.40,1.01,259637,90564,501559,14,4.14,1.10,图书音像,文学艺术,少儿,书,小说,好看
184282,21405,4.0,1346515200,1,追风筝的人,书|小说|文学|很感动|哭的稀里哗啦|好看|到货速度快|内容挺好|内容不错,小说,文学艺术,图书音像,1079,4.61,0.75,410716,508447,206404,6,4.50,0.84,图书音像,少儿/教育图书,外设产品,书,到货速度快,教育类
186429,27099,4.0,1377100800,1,麦田里的守望者,书|很感动|塞林格|有点颓废|小说|好看|内容不错|文学,小说,文学艺术,图书音像,536,4.05,1.17,231449,407523,459600,8,4.25,0.89,图书音像,文学艺术,小说,书,小说,文学
186429,3105,5.0,1368892800,1,麦田里的守望者,书|很感动|塞林格|有点颓废|小说|好看|内容不错|文学,小说,文学艺术,图书音像,536,4.05,1.17,228884,259637,8195,13,4.38,1.12,图书音像,人文社科类图书,电脑/办公,书,小说,好看
201454,141393,5.0,1320076800,1,小王子(65周年纪念版),书|小说|文学|很感动|哭的稀里哗啦|看了很多遍|法国,图书音像,少儿,少儿/教育图书,352,4.69,0.65,218439,13543,,2,5.00,0.00,图书音像,青春文学,文学艺术,书,蔡康永,写的真好
203971,749,5.0,1365955200,1,如何说孩子才会听 怎么听孩子才肯说(2012修订版),书|教育类|少儿图书|到货速度快|有破损|很有启发,亲子/家教,生活类图书,图书音像,583,4.50,0.81,145218,470839,155001,5,4.00,1.00,图书音像,家用电器,电吹风,书,飞利浦,电吹风
204025,4372,4.0,1363104000,1,围城,书|小说|文学|钱钟书|讽刺很犀利|好看|有破损,小说,文学艺术,图书音像,528,4.39,0.98,145218,218439,122417,4,4.25,0.96,图书音像,哲学/宗教,人文社科类图书,书,小说,好看
21643,5729,4.0,1391616000,1,L'OREAL PARIS巴黎欧莱雅男士劲能醒肤露 8重功效50ml,好用|护肤品|到货速度快|欧莱雅,男士乳液/面霜,男士护肤,美妆个护,313,4.38,1.01,407816,184282,183418,15,4.53,0.83,图书音像,文学艺术,小说,书,小说,质量好
228884,195477,5.0,1380297600,1,撒哈拉的故事,书|三毛|散文|好看|励志|内容不错|还不错,图书音像,少儿,少儿/教育图书,648,4.73,0.67,184282,473113,,2,4.50,0.71,图书音像,音像,有声读物,书,小说,文学
250451,1707,5.0,1372694400,1,最好的时光在路上:中国国家地理,书|旅行|国家地理系列|好看|内容丰富,旅游/地图,生活类图书,图书音像,481,4.42,0.93,231449,323519,487126,16,4.19,0.83,图书音像,少儿/教育图书,少儿,书,到货速度快,小说
250451,33980,5.0,1377705600,1,最好的时光在路上:中国国家地理,书|旅行|国家地理系列|好看|内容丰富,旅游/地图,生活类图书,图书音像,481,4.42,0.93,8195,14103,492579,4,4.50,0.58,存储设备,存储卡,电脑/办公,存储卡,SD卡,容量挺大的
250451,8119,5.0,1379001600,1,最好的时光在路上:中国国家地理,书|旅行|国家地理系列|好看|内容丰富,旅游/地图,生活类图书,图书音像,481,4.42,0.93,160597,231449,371783,15,4.40,1.12,图书音像,文学艺术,青春文学,书,小说,好看
259637,251683,4.0,1343145600,1,小狗钱钱,书|少儿图书|教育类|童书|不错|孩子很喜欢,图书音像,少儿,少儿/教育图书,333,4.64,0.66,206404,260348,145218,4,4.00,0.82,图书音像,生活类图书,亲子/家教,书,教育类,内容丰富
260348,12535,5.0,1373644800,1,西尔斯亲密育儿百科(全球最权威最受欢迎的育儿百科最新定本),书|育儿类|教育类|不错|内容丰富|西尔斯,育儿/早教,生活类图书,图书音像,372,4.58,0.84,160597,109236,57272,11,4.55,0.82,图书音像,文学艺术,青春文学,书,好看,内容不错
286997,160,5.0,1372262400,1,千纤草黄瓜水500ml,化妆品|面部护理|千纤草|到货速度快|用起来很舒服,面部护理,美妆个护,化妆水/爽肤水,3355,4.34,0.94,104168,183418,57272,13,4.23,1.01,图书音像,文学艺术,少儿/教育图书,书,到货速度快,好看
300265,53707,5.0,1368633600,1,Edifier漫步者 H180 耳塞式耳机 白色(经典时尚),耳机|耳塞式耳机|电子产品|漫步者|外观漂亮|质量好,外设产品,耳机/耳麦,电脑/办公,500,4.10,1.06,501559,13316,443787,6,3.33,1.37,电脑/办公,家用电器,加湿/除湿器,质量好,好用,美的
302217,1277,5.0,1367424000,1,Elizabeth Arden伊丽莎白雅顿绿茶香水50ml(进)(特卖),化妆品|伊丽莎白|香水|好用|很香|到货速度快,彩妆,香水,美妆个护,517,4.12,1.02,286997,90897,160597,8,4.25,1.39,图书音像,美妆个护,文学艺术,到货速度快,书,好看
314081,13444,5.0,1394726400,1,"时寒冰说:经济大棋局,我们怎么办",书|军事类|政治类|时寒冰|经管类|扯淡|很有启发|好看,政治/军事,人文社科类图书,图书音像,292,4.64,0.82,14103,167781,3982,5,5.00,0.00,图书音像,电脑/办公,外语,好用,书,到货速度快
314081,33914,5.0,1306857600,1,"时寒冰说:经济大棋局,我们怎么办",书|军事类|政治类|时寒冰|经管类|扯淡|很有启发|好看,政治/军事,人文社科类图书,图书音像,292,4.64,0.82,302217,90897,,2,5.00,0.00,彩妆,香水,美妆个护,化妆品,伊丽莎白,香水
365357,2926,5.0,1369238400,1,怀孕40周完美方案(升级畅销版),书|育儿类|教育类|内容丰富|有破损|胎教类|到货速度快|孕妇必读,孕产/胎教,生活类图书,图书音像,444,4.33,0.99,407523,201454,90564,22,4.36,0.73,图书音像,少儿/教育图书,人文社科类图书,书,小说,文学
367460,111387,5.0,1389974400,1,Lenovo 联想 A820T 3G手机(深邃黑)TD-SCDMA/GSM 双卡双待 四核1.2G处理器 800万像素,手机|联想|待机时间长|好用|质量好,手机,手机通讯,手机/数码,340,4.18,1.17,352021,186429,286997,3,4.67,0.58,面部护理,美妆个护,化妆水/爽肤水,化妆品,面部护理,千纤草
367460,5599,4.0,1397145600,1,Lenovo 联想 A820T 3G手机(深邃黑)TD-SCDMA/GSM 双卡双待 四核1.2G处理器 800万像素,手机|联想|待机时间长|好用|质量好,手机,手机通讯,手机/数码,340,4.18,1.17,352021,473113,326582,26,4.62,0.64,图书音像,文学艺术,青春文学,书,好看,小说
367460,90597,3.0,1385740800,0,Lenovo 联想 A820T 3G手机(深邃黑)TD-SCDMA/GSM 双卡双待 四核1.2G处理器 800万像素,手机|联想|待机时间长|好用|质量好,手机,手机通讯,手机/数码,340,4.18,1.17,302217,90897,8195,4,3.75,0.50,彩妆,香水,美妆个护,好用,化妆品,伊丽莎白
371783,4343,5.0,1384444800,1,现代汉语词典(第6版),书|词典|好用|质量好,其它图书,工具书,图书音像,257,4.63,0.80,155001,8195,90564,7,3.29,1.50,政治/军事,人文社科类图书,图书音像,书,小说,文学作品
387693,2739,4.0,1371225600,1,我的第一本专注力训练书,书|少儿图书|教育类|内容丰富|很有启发,图书音像,少儿,少儿/教育图书,484,4.67,0.72,487126,13543,326582,21,4.38,0.86,图书音像,文学艺术,少儿/教育图书,书,好看,内容不错
406697,20480,5.0,1368288000,1,Merries花王纸尿裤S82片(日本进口全新款)适合4-8kg,纸尿裤|好用|花王|母婴用品|到货速度快|质量好,尿裤湿巾,纸尿裤/拉拉裤/纸尿片,母婴/玩具,239,3.97,1.53,231449,62138,145218,7,4.43,0.79,图书音像,存储设备,电脑/办公,书,很有启发,小说
